recording_identifier,pednyc_number,scenario_number,median_pedestrian_speed,peak_pedestrian_speed,median_positive_acceleration,median_deceleration_magnitude,low_motion_proportion,stop_start_count,recording_duration,head_rotation_event_count,median_absolute_head_rotation_rate,minimum_pedestrian_vehicle_distance,vehicle_speed_at_movement_onset,vehicle_deceleration_around_movement_onset,median_closing_speed
PedNYC18_scenario12,18,12,0.6804023693434078,1.5032200914003648,0.1827944833173153,0.152026103454948,0.3399233504818937,2.0,28.217529,2.0,27.675081329623005,10.989726426277445,5.445011054408244,0.4619927186872411,0.1245325818012461
PedNYC18_scenario21,18,21,0.1150969457359842,1.4697768172097134,0.0961512155955385,0.083158147279327,0.5063881975778043,3.0,34.357422,1.0,16.02359255280651,4.545293548995232,4.538076085549441,-0.3255045679108069,0.0089176661746558
PedNYC19_scenario3,19,3,0.4669006449004491,1.0724920764339596,0.1491777334906255,0.1733027655031238,0.2447944195088862,5.0,35.983643,0.0,35.00520258433988,3.8582106374769376,4.21461632494008,0.8605029887888014,0.034545922743438
PedNYC19_scenario7,19,7,0.4529403831948156,0.9160356439504764,0.1474758084873353,0.1532404007388724,0.2720278675618589,5.0,30.049561,0.0,35.1480823713916,6.457747971477719,3.6506618669222144,1.331059985289248,0.1184873555130007
PedNYC19_scenario12,19,12,0.1226269979605764,0.7211923894708626,0.1224987869255467,0.1192077703158421,0.5736834957831966,10.0,28.637451,0.0,30.045446746934232,17.85017276016898,4.518975677044646,0.3894106034580136,0.0892215780530586
PedNYC19_scenario15,19,15,0.4391396179010671,0.7849762296436739,0.1514485067789269,0.1332895019747852,0.1573926636015239,2.0,32.340637,1.0,24.23780090418457,3.3177389645236435,0.0004322911697076,0.0003963023321744,0.0174321159583097
PedNYC19_scenario16,19,16,0.1410866136808264,1.0268492066628594,0.118122650857356,0.1266633654320073,0.516870791324024,6.0,25.715332,1.0,28.185886910469264,5.649848221892317,8.12094159712424,0.714601694976936,0.0261729122097678
PedNYC19_scenario21,19,21,0.4400308229297476,1.1876818186652194,0.2350546272562948,0.2293965215733093,0.0985005426814959,4.0,32.262939,1.0,69.06301096745268,4.588898895006488,0.0007884001320883,0.0001218534375318,0.0058923094831055
PedNYC20_scenario12,20,12,0.1535892378250052,1.8611104834045,0.1319104904040781,0.0615355180084692,0.4912329160657659,2.0,30.548584,1.0,6.686327796847987,12.763955130940715,4.930715530949311,-0.2888071083351073,0.0849084069539856
PedNYC20_scenario15,20,15,0.0572058514011641,1.658630254414365,0.0722972098349103,0.0675833421504285,0.5730401798294459,4.0,46.161072,3.0,5.300829209063981,3.2352734470262914,4.915371141390082,-0.513064421000408,0.0391638112540093
PedNYC20_scenario16,20,16,0.0465003244611129,1.411998861392949,0.0429174737499587,0.0327118684380558,0.6495173463330698,2.0,26.631104,0.0,10.821649577524834,8.17571186286556,6.576090203231739,0.1308720694555306,0.0556027680722445
PedNYC20_scenario21,20,21,0.1355978093058285,1.70601048774373,0.102804182367981,0.0975379205220256,0.5118990960624095,4.0,44.733398,0.0,6.6578740676148165,3.446579999826704,5.903373856474781,0.6833465367518807,0.0026527486037814
PedNYC21_scenario3,21,3,0.423248779898733,1.3149479364159542,0.1658731293700298,0.1358597832981559,0.3387856494650693,10.0,42.807129,1.0,29.64816314954296,6.94115922636625,3.29532649999397,0.6100078374867702,0.0438780559826472
PedNYC21_scenario7,21,7,0.2869617287806191,1.4575548725428793,0.1222432512249789,0.1032019209042084,0.442160094343243,6.0,42.500977,0.0,18.40216431511252,7.132020126072021,3.76355851071819,-0.8142982650835532,0.0834922001686907
PedNYC21_scenario12,21,12,0.1217294475909967,1.5651715320142623,0.0792255514881525,0.0905582845530713,0.5333724972163648,5.0,45.718994,1.0,22.09904380527908,6.9285911704279854,2.169013972060717,-0.2512360095225269,0.0829837278074289
PedNYC22_scenario3,22,3,0.2044745452067968,1.5405310786994502,0.0649019793262699,0.0780443535762536,0.4773961617132036,3.0,40.902832,1.0,23.33792825077405,9.399973345237807,5.125067984659836,0.1219611958066326,0.007365039549337
PedNYC22_scenario7,22,7,0.109730922493796,2.1952762584881174,0.1026316625825387,0.1202798646823645,0.5900345973493655,16.0,52.85376,2.0,22.385243553332632,6.884890758164421,6.286552794652075,0.2662775289985275,0.0015540926383441
